Original_Filename,Anonymized_Filename,Condition,GitHub_URL
0118_snake_n01730307_5294_conf0.998658.JPEG,4b78b6d4.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/4b78b6d4.JPEG
0118_snake_n01730307_6295_conf0.997360.JPEG,33bff5b8.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/33bff5b8.JPEG
0124_mountain_n09193705_24858_conf0.991869.JPEG,541cf6f0.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/541cf6f0.JPEG
0124_mountain_n09193705_4901_conf0.999034.JPEG,9719fcc3.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/9719fcc3.JPEG
0124_mountain_n09193705_5129_conf0.986255.JPEG,ea96ec7b.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/ea96ec7b.JPEG
0124_mountain_n09403734_17840_conf0.982943.JPEG,6578603d.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/6578603d.JPEG
0128_road_bing_road_0041_conf0.994692.jpg,d0c4ec43.jpg,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/d0c4ec43.jpg
0128_road_flickr_road_0050_conf0.997116.jpg,669028c5.jpg,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/669028c5.jpg
0128_road_flickr_road_0419_conf0.991322.jpg,a515a93c.jpg,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/a515a93c.jpg
0128_road_n04096066_40172_conf0.996229.JPEG,413a607f.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/413a607f.JPEG
0131_wall_flickr_wall_0286_conf0.999964.jpg,d923b9fe.jpg,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/d923b9fe.jpg
0131_wall_flickr_wall_0403_conf0.998135.jpg,20520ca7.jpg,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/20520ca7.jpg
0131_wall_n03252637_12771_conf0.999267.JPEG,b8f3089c.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/b8f3089c.JPEG
0131_wall_n03252637_3465_conf0.999403.JPEG,f43728da.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/f43728da.JPEG
0135_toilet_n03371875_32856_conf0.986138.JPEG,dce8e36f.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/dce8e36f.JPEG
0135_toilet_n03371875_41452_conf0.998971.JPEG,d94e7410.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/d94e7410.JPEG
0135_toilet_n04018667_35625_conf0.997343.JPEG,63cd7107.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/63cd7107.JPEG
0135_toilet_n04446276_14272_conf0.997087.JPEG,a3769daf.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/a3769daf.JPEG
0137_train_n02917067_11379_conf0.999851.JPEG,c1385523.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/c1385523.JPEG
0137_train_n02917067_543_conf0.999996.JPEG,4c3d2a41.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/4c3d2a41.JPEG
0137_train_n02917067_6623_conf0.999972.JPEG,15b0137b.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/15b0137b.JPEG
0137_train_n02971579_12849_conf0.980033.JPEG,6dac938c.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/6dac938c.JPEG
0137_train_n03078802_3965_conf0.999994.JPEG,41772631.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/41772631.JPEG
0137_train_n03541393_2962_conf0.999998.JPEG,22d58d34.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/22d58d34.JPEG
0137_train_n04468005_19691_conf0.999284.JPEG,c890b4e7.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/c890b4e7.JPEG
0138_bottle_n02823428_4583_conf0.999785.JPEG,08d6155d.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/08d6155d.JPEG
0138_bottle_n02823428_8224_conf0.980015.JPEG,9efdcfcb.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/9efdcfcb.JPEG
0138_bottle_n02823428_898_conf0.997379.JPEG,1654c68a.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/1654c68a.JPEG
0138_bottle_n04591713_3409_conf0.995827.JPEG,fbe5e598.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/fbe5e598.JPEG
0138_bottle_n04591713_350_conf0.980750.JPEG,89a14214.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/89a14214.JPEG
0140_turtle_n01667432_111_conf0.999992.JPEG,1bab5647.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/1bab5647.JPEG
0140_turtle_n01669191_975_conf0.995476.JPEG,fdd9608b.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/fdd9608b.JPEG
0145_egg_n07841495_1683_conf0.994712.JPEG,4552d352.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/4552d352.JPEG
0145_egg_n07841495_3110_conf0.981708.JPEG,7a738190.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/7a738190.JPEG
0145_egg_n07843636_754_conf0.994412.JPEG,d1cd41f8.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/d1cd41f8.JPEG
0146_river_n09415671_19374_conf0.987942.JPEG,b459f178.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/b459f178.JPEG
0148_cat_n02123242_10903_conf0.990581.JPEG,80f758ab.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/80f758ab.JPEG
0149_truck_n04467665_1748_conf0.983601.JPEG,72bc5602.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/72bc5602.JPEG
0149_truck_n04467665_38886_conf0.998281.JPEG,da9573e3.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/da9573e3.JPEG
0149_truck_n04490091_9372_conf0.995678.JPEG,51d75bba.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/51d75bba.JPEG
0154_bear_n02132788_17280_conf0.988721.JPEG,96239aff.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/96239aff.JPEG
0156_moon_flickr_moon_0091_conf0.999988.jpg,517dc00c.jpg,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/517dc00c.jpg
0156_moon_flickr_moon_0369_conf0.993135.jpg,37ef8b70.jpg,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/37ef8b70.jpg
0163_lemon_n04966543_17346_conf0.998299.JPEG,96f084c3.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/96f084c3.JPEG
0163_lemon_n05716342_1680_conf0.988558.JPEG,ea052eee.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/ea052eee.JPEG
0163_lemon_n07749582_13467_conf0.985569.JPEG,94b61950.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/94b61950.JPEG
0163_lemon_n07749582_14850_conf0.999519.JPEG,cfe795ee.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/cfe795ee.JPEG
0164_frog_n01641206_11153_conf0.999451.JPEG,07b5ee61.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/07b5ee61.JPEG
0164_frog_n01644373_7864_conf0.996024.JPEG,35400d93.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/35400d93.JPEG
0164_frog_n01644373_8771_conf0.999889.JPEG,5aba2fdb.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/5aba2fdb.JPEG
0164_frog_n01650167_4861_conf0.999993.JPEG,2ac57b13.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/2ac57b13.JPEG
0167_pillow_n03938244_2512_conf0.999389.JPEG,2ef82999.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/2ef82999.JPEG
0168_elephant_n02503517_7473_conf0.982527.JPEG,9f592775.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/9f592775.JPEG
0168_elephant_n02503517_7778_conf0.999849.JPEG,424d1161.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/424d1161.JPEG
0168_elephant_n02504013_4372_conf0.999959.JPEG,ec46aa92.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/ec46aa92.JPEG
0168_elephant_n02504013_5381_conf0.999822.JPEG,32e8f8b8.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/32e8f8b8.JPEG
0168_elephant_n02504013_6483_conf0.999466.JPEG,36c1dc29.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/36c1dc29.JPEG
0168_elephant_n02504458_4838_conf0.999979.JPEG,6dd39999.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/6dd39999.JPEG
0169_cow_n01887787_12293_conf0.990014.JPEG,5d4aa385.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/5d4aa385.JPEG
0169_cow_n01887787_12542_conf0.994700.JPEG,768f7bbe.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/768f7bbe.JPEG
0169_cow_n01887787_4035_conf0.999548.JPEG,edd9a993.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/edd9a993.JPEG
0169_cow_n02407390_5241_conf0.997461.JPEG,f971f9da.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/f971f9da.JPEG
0170_banana_n07753592_2264_conf0.984748.JPEG,d124f885.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/d124f885.JPEG
0170_banana_n12352639_573_conf0.999658.JPEG,d3578e97.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/d3578e97.JPEG
0170_banana_n12353203_2528_conf0.985669.JPEG,b58923a0.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/b58923a0.JPEG
0175_ladder_bing_ladder_0001_conf0.994894.jpg,952aacc2.jpg,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/952aacc2.jpg
0177_popcorn_n07732636_17533_conf0.998876.JPEG,ddcf565a.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/ddcf565a.JPEG
0177_popcorn_n07732636_8892_conf0.994119.JPEG,9150ab8b.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/9150ab8b.JPEG
0182_refrigerator_n03170635_16030_conf0.990092.JPEG,f7eec495.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/f7eec495.JPEG
0182_refrigerator_n04070727_11232_conf0.996910.JPEG,8f5b642a.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/8f5b642a.JPEG
0182_refrigerator_n04070727_2121_conf0.980392.JPEG,b79be2c4.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/b79be2c4.JPEG
0183_jar_n03725600_4565_conf0.993690.JPEG,c1ae824f.JPEG,visual_complex,https://mmarcantoinee.github.io/survey-mit-spring-2026/images/renamed/visual_complex/c1ae824f.JPEG
